timestamp,open,close,high,low
2025-10-27 09:29:00Z,0.91341,0.91341,0.91342,0.91338
2025-10-27 09:30:00Z,0.91341,0.91361,0.91362,0.91333
2025-10-27 09:31:00Z,0.91362,0.91359,0.91365,0.91358
2025-10-27 09:32:00Z,0.91359,0.91356,0.91366,0.91354
2025-10-27 09:33:00Z,0.91356,0.91371,0.91372,0.91355
2025-10-27 09:34:00Z,0.91371,0.91366,0.91377,0.91366
2025-10-27 09:35:00Z,0.91366,0.91367,0.91374,0.91366
2025-10-27 09:36:00Z,0.91367,0.91361,0.91368,0.91359
2025-10-27 09:37:00Z,0.91361,0.91384,0.91384,0.91361
2025-10-27 09:38:00Z,0.91383,0.91384,0.91387,0.9138
2025-10-27 09:39:00Z,0.91384,0.91365,0.91384,0.91365
2025-10-27 09:40:00Z,0.91365,0.91363,0.91365,0.91361
2025-10-27 09:41:00Z,0.91363,0.91355,0.91365,0.91354
2025-10-27 09:42:00Z,0.91355,0.91365,0.91367,0.91355
2025-10-27 09:43:00Z,0.91365,0.9136,0.91365,0.91354
2025-10-27 09:44:00Z,0.9136,0.91356,0.91362,0.91354
2025-10-27 09:45:00Z,0.91357,0.91356,0.9136,0.91352
2025-10-27 09:46:00Z,0.91356,0.91354,0.9136,0.91351
2025-10-27 09:47:00Z,0.91352,0.91365,0.91365,0.9135
2025-10-27 09:48:00Z,0.91365,0.91357,0.91368,0.91355
2025-10-27 09:49:00Z,0.91357,0.91347,0.91357,0.91345
2025-10-27 09:50:00Z,0.91347,0.9135,0.91356,0.91345
2025-10-27 09:51:00Z,0.9135,0.91361,0.91361,0.9135
2025-10-27 09:52:00Z,0.91361,0.91365,0.91367,0.9136
2025-10-27 09:53:00Z,0.91365,0.9136,0.91368,0.9136
2025-10-27 09:54:00Z,0.91361,0.91366,0.91369,0.91361
2025-10-27 09:55:00Z,0.91369,0.91354,0.91369,0.9135
2025-10-27 09:56:00Z,0.91354,0.91349,0.91354,0.91332
2025-10-27 09:57:00Z,0.91349,0.91334,0.9135,0.91328
2025-10-27 09:58:00Z,0.91334,0.91327,0.91336,0.91324
2025-10-27 09:59:00Z,0.91325,0.91331,0.91332,0.91323
2025-10-27 10:00:00Z,0.91329,0.91321,0.9133,0.91318
2025-10-27 10:01:00Z,0.91321,0.91337,0.91345,0.91315
2025-10-27 10:02:00Z,0.91337,0.91342,0.91348,0.91337
2025-10-27 10:03:00Z,0.91342,0.91344,0.91348,0.91337
2025-10-27 10:04:00Z,0.91344,0.91331,0.91344,0.91328
2025-10-27 10:05:00Z,0.91331,0.91336,0.91339,0.91329
2025-10-27 10:06:00Z,0.91336,0.91351,0.91351,0.91335
2025-10-27 10:07:00Z,0.91351,0.91343,0.91353,0.91343
2025-10-27 10:08:00Z,0.91343,0.91363,0.91368,0.91343
2025-10-27 10:09:00Z,0.91363,0.91369,0.9137,0.91359
2025-10-27 10:10:00Z,0.91369,0.91363,0.91376,0.91363
2025-10-27 10:11:00Z,0.91363,0.91374,0.91377,0.9136
2025-10-27 10:12:00Z,0.91375,0.91371,0.91375,0.91365
2025-10-27 10:13:00Z,0.91371,0.9138,0.91387,0.9137
2025-10-27 10:14:00Z,0.9138,0.91392,0.91394,0.91377
2025-10-27 10:15:00Z,0.91392,0.91395,0.91402,0.91391
2025-10-27 10:16:00Z,0.91395,0.91387,0.91399,0.91387
2025-10-27 10:17:00Z,0.91387,0.91387,0.91389,0.91384
2025-10-27 10:18:00Z,0.91387,0.91385,0.9139,0.9138
2025-10-27 10:19:00Z,0.91385,0.91392,0.91397,0.91385
2025-10-27 10:20:00Z,0.91392,0.91397,0.91399,0.91392
2025-10-27 10:21:00Z,0.91397,0.91391,0.91399,0.91386
2025-10-27 10:22:00Z,0.91391,0.91395,0.91401,0.91391
2025-10-27 10:23:00Z,0.91395,0.91389,0.91398,0.91386
2025-10-27 10:24:00Z,0.91388,0.91383,0.91388,0.91378
2025-10-27 10:25:00Z,0.91382,0.91373,0.9139,0.91373
2025-10-27 10:26:00Z,0.91374,0.91367,0.91375,0.91364
2025-10-27 10:27:00Z,0.91371,0.9137,0.91383,0.91369
2025-10-27 10:28:00Z,0.91369,0.91377,0.91378,0.91369
2025-10-27 10:29:00Z,0.91376,0.91379,0.91384,0.91374
2025-10-27 10:30:00Z,0.91381,0.91384,0.91388,0.91378
2025-10-27 10:31:00Z,0.91384,0.9138,0.91384,0.91376
2025-10-27 10:32:00Z,0.9138,0.91385,0.91385,0.91376
2025-10-27 10:33:00Z,0.91385,0.91414,0.91414,0.91381
2025-10-27 10:34:00Z,0.91414,0.91429,0.91429,0.91411
2025-10-27 10:35:00Z,0.91429,0.91454,0.91456,0.91429
2025-10-27 10:36:00Z,0.91454,0.91482,0.91482,0.91454
2025-10-27 10:37:00Z,0.91482,0.91487,0.91499,0.91477
2025-10-27 10:38:00Z,0.91487,0.91486,0.9149,0.91467
2025-10-27 10:39:00Z,0.91486,0.91502,0.91506,0.91483
2025-10-27 10:40:00Z,0.91502,0.915,0.91516,0.91494
2025-10-27 10:41:00Z,0.915,0.91504,0.91505,0.91493
2025-10-27 10:42:00Z,0.91504,0.9152,0.91525,0.91502
2025-10-27 10:43:00Z,0.9152,0.91538,0.91538,0.9152
2025-10-27 10:44:00Z,0.91538,0.9154,0.91547,0.9153
2025-10-27 10:45:00Z,0.91542,0.91549,0.91561,0.91537
2025-10-27 10:46:00Z,0.91549,0.91551,0.91581,0.91549
2025-10-27 10:47:00Z,0.91551,0.9155,0.91563,0.91547
2025-10-27 10:48:00Z,0.91549,0.91563,0.91563,0.91545
2025-10-27 10:49:00Z,0.91563,0.91561,0.91571,0.91555
2025-10-27 10:50:00Z,0.91562,0.91576,0.91576,0.9156
2025-10-27 10:51:00Z,0.91576,0.91562,0.91581,0.91562
2025-10-27 10:52:00Z,0.91562,0.91571,0.91571,0.91561
2025-10-27 10:53:00Z,0.91571,0.91581,0.91585,0.91569
2025-10-27 10:54:00Z,0.91581,0.91559,0.91585,0.91559
2025-10-27 10:55:00Z,0.91559,0.91562,0.91567,0.91557
2025-10-27 10:56:00Z,0.91562,0.91554,0.91564,0.91551
2025-10-27 10:57:00Z,0.91554,0.91563,0.91565,0.91552
2025-10-27 10:58:00Z,0.91563,0.91572,0.9158,0.91563
2025-10-27 10:59:00Z,0.91572,0.91587,0.91596,0.9157
2025-10-27 11:00:00Z,0.91587,0.9159,0.9159,0.91574
2025-10-27 11:01:00Z,0.9159,0.91593,0.91595,0.9158
2025-10-27 11:02:00Z,0.91593,0.91579,0.91598,0.91572
2025-10-27 11:03:00Z,0.91579,0.9158,0.91583,0.91571
2025-10-27 11:04:00Z,0.9158,0.91569,0.9158,0.91569
2025-10-27 11:05:00Z,0.91569,0.91558,0.91571,0.91558
2025-10-27 11:06:00Z,0.91558,0.91554,0.9156,0.91552
2025-10-27 11:07:00Z,0.91555,0.91549,0.91555,0.91548
2025-10-27 11:08:00Z,0.91549,0.91554,0.91555,0.91548
