timestamp,open,high,low,close,volume
2025-12-19 14:11:00Z,0.87576,0.87578,0.87573,0.87577,0.0
2025-12-19 14:12:00Z,0.87577,0.8758,0.87571,0.87578,0.0
2025-12-19 14:13:00Z,0.87578,0.87582,0.87576,0.8758,0.0
2025-12-19 14:14:00Z,0.8758,0.87586,0.8758,0.87585,0.0
2025-12-19 14:15:00Z,0.87585,0.87587,0.87584,0.87586,0.0
2025-12-19 14:16:00Z,0.87586,0.87589,0.87586,0.87589,0.0
2025-12-19 14:17:00Z,0.87588,0.87589,0.8758,0.8758,0.0
2025-12-19 14:18:00Z,0.8758,0.87582,0.87578,0.87579,0.0
2025-12-19 14:19:00Z,0.8758,0.87583,0.87579,0.87582,0.0
2025-12-19 14:20:00Z,0.87583,0.87583,0.87578,0.8758,0.0
2025-12-19 14:21:00Z,0.87581,0.87581,0.87572,0.87576,0.0
2025-12-19 14:22:00Z,0.87576,0.87581,0.87574,0.87579,0.0
2025-12-19 14:23:00Z,0.87579,0.87589,0.87579,0.87584,0.0
2025-12-19 14:24:00Z,0.87584,0.87584,0.87576,0.87577,0.0
2025-12-19 14:25:00Z,0.87577,0.87585,0.87575,0.87575,0.0
2025-12-19 14:26:00Z,0.87575,0.87578,0.87575,0.87578,0.0
2025-12-19 14:27:00Z,0.87579,0.87579,0.87569,0.87569,0.0
2025-12-19 14:28:00Z,0.87569,0.87573,0.87565,0.87565,0.0
2025-12-19 14:29:00Z,0.87565,0.87566,0.87563,0.87563,0.0
2025-12-19 14:30:00Z,0.87563,0.87563,0.87555,0.87555,0.0
2025-12-19 14:31:00Z,0.87555,0.87562,0.87555,0.87562,0.0
2025-12-19 14:32:00Z,0.87562,0.87562,0.87556,0.87558,0.0
2025-12-19 14:33:00Z,0.87558,0.87563,0.87558,0.8756,0.0
2025-12-19 14:34:00Z,0.87559,0.87559,0.87554,0.87555,0.0
2025-12-19 14:35:00Z,0.87555,0.87563,0.87553,0.87555,0.0
2025-12-19 14:36:00Z,0.87555,0.87555,0.87546,0.87548,0.0
2025-12-19 14:37:00Z,0.87549,0.87553,0.87549,0.87552,0.0
2025-12-19 14:38:00Z,0.87552,0.87557,0.87552,0.87557,0.0
2025-12-19 14:39:00Z,0.87557,0.87559,0.87554,0.87559,0.0
2025-12-19 14:40:00Z,0.87559,0.87567,0.87557,0.87566,0.0
2025-12-19 14:41:00Z,0.87566,0.8757,0.87559,0.87559,0.0
2025-12-19 14:42:00Z,0.87558,0.8756,0.87555,0.87559,0.0
2025-12-19 14:43:00Z,0.87559,0.8756,0.87555,0.87555,0.0
2025-12-19 14:44:00Z,0.87555,0.87555,0.87545,0.87551,0.0
2025-12-19 14:45:00Z,0.87551,0.8756,0.87548,0.87559,0.0
2025-12-19 14:46:00Z,0.87558,0.87563,0.87558,0.87561,0.0
2025-12-19 14:47:00Z,0.8756,0.87567,0.8756,0.87565,0.0
2025-12-19 14:48:00Z,0.87564,0.87572,0.87564,0.8757,0.0
2025-12-19 14:49:00Z,0.87571,0.87571,0.87565,0.87565,0.0
2025-12-19 14:50:00Z,0.87564,0.87564,0.87557,0.87558,0.0
2025-12-19 14:51:00Z,0.87558,0.87564,0.87557,0.87564,0.0
2025-12-19 14:52:00Z,0.87564,0.87576,0.87563,0.87575,0.0
2025-12-19 14:53:00Z,0.87575,0.87575,0.87569,0.8757,0.0
2025-12-19 14:54:00Z,0.87569,0.87574,0.87569,0.8757,0.0
2025-12-19 14:55:00Z,0.87571,0.87578,0.8757,0.87575,0.0
2025-12-19 14:56:00Z,0.87574,0.87576,0.87555,0.87557,0.0
2025-12-19 14:57:00Z,0.87559,0.87562,0.87552,0.87561,0.0
2025-12-19 14:58:00Z,0.87561,0.87567,0.87558,0.87563,0.0
2025-12-19 14:59:00Z,0.87563,0.87564,0.87559,0.87561,0.0
2025-12-19 15:00:00Z,0.8756,0.87563,0.87557,0.8756,0.0
2025-12-19 15:01:00Z,0.87561,0.87575,0.87559,0.87571,0.0
2025-12-19 15:02:00Z,0.87571,0.87581,0.87569,0.87581,0.0
2025-12-19 15:03:00Z,0.87581,0.8759,0.87581,0.87589,0.0
2025-12-19 15:04:00Z,0.87589,0.87592,0.87578,0.87583,0.0
2025-12-19 15:05:00Z,0.87583,0.87583,0.87573,0.87577,0.0
2025-12-19 15:06:00Z,0.87577,0.87589,0.87575,0.87589,0.0
2025-12-19 15:07:00Z,0.87589,0.87603,0.87588,0.87603,0.0
2025-12-19 15:08:00Z,0.87603,0.87604,0.87596,0.87602,0.0
2025-12-19 15:09:00Z,0.87602,0.87602,0.87591,0.87593,0.0
2025-12-19 15:10:00Z,0.87593,0.876,0.8759,0.87599,0.0
2025-12-19 15:11:00Z,0.87599,0.876,0.87595,0.87598,0.0
2025-12-19 15:12:00Z,0.87598,0.876,0.87597,0.87599,0.0
