timestamp,open,close,high,low
2025-10-10 23:00:00Z,0.0252,0.01736,0.02581,0.0163
2025-10-11 00:00:00Z,0.01725,0.01442,0.01867,0.01178
2025-10-11 01:00:00Z,0.01442,0.01269,0.01608,0.01155
2025-10-11 02:00:00Z,0.01273,0.01027,0.01617,0.00952
2025-10-11 03:00:00Z,0.01029,0.01062,0.01102,0.00663
2025-10-11 04:00:00Z,0.01062,0.00864,0.01229,0.0081
2025-10-11 05:00:00Z,0.00864,0.00439,0.01031,0.00428
2025-10-11 06:00:00Z,0.00439,0.00168,0.00795,0.00127
2025-10-11 07:00:00Z,0.00172,0.0006,0.00307,0.00012
2025-10-11 08:00:00Z,0.0006,0.00216,0.00632,0.00038
2025-10-11 09:00:00Z,0.00219,0.00976,0.01068,0.00206
2025-10-11 10:00:00Z,0.0098,0.02035,0.02083,0.00956
2025-10-11 11:00:00Z,0.02039,0.0221,0.02309,0.01875
2025-10-11 12:00:00Z,0.0221,0.02002,0.02323,0.01777
2025-10-11 13:00:00Z,0.02002,0.01839,0.02139,0.01682
2025-10-11 14:00:00Z,0.01841,0.01644,0.02321,0.0164
2025-10-11 15:00:00Z,0.01644,0.01145,0.01644,0.00932
2025-10-11 16:00:00Z,0.01145,0.0153,0.01709,0.00973
2025-10-11 17:00:00Z,0.01533,0.01421,0.01762,0.01388
2025-10-11 18:00:00Z,0.01421,0.01203,0.01687,0.01202
2025-10-11 19:00:00Z,0.01208,0.0124,0.01515,0.00944
2025-10-11 20:00:00Z,0.01243,0.01773,0.01908,0.01089
2025-10-11 21:00:00Z,0.01784,0.01715,0.01949,0.01536
2025-10-11 22:00:00Z,0.01723,0.01949,0.02219,0.01699
2025-10-11 23:00:00Z,0.01947,0.02125,0.0228,0.01532
2025-10-12 00:00:00Z,0.02122,0.01923,0.02405,0.01747
2025-10-12 01:00:00Z,0.01923,0.01434,0.02161,0.01406
2025-10-12 02:00:00Z,0.01431,0.01361,0.01479,0.00642
2025-10-12 03:00:00Z,0.01355,0.01863,0.02209,0.01247
2025-10-12 04:00:00Z,0.01863,0.01983,0.02126,0.01563
2025-10-12 05:00:00Z,0.01979,0.02577,0.02663,0.01804
2025-10-12 06:00:00Z,0.02577,0.03118,0.03138,0.02338
2025-10-12 07:00:00Z,0.03118,0.02733,0.03295,0.02668
2025-10-12 08:00:00Z,0.02728,0.02478,0.02886,0.02264
2025-10-12 09:00:00Z,0.02478,0.01955,0.02599,0.01827
2025-10-12 10:00:00Z,0.01951,0.01633,0.0208,0.01554
2025-10-12 11:00:00Z,0.01633,0.01595,0.01841,0.01366
2025-10-12 12:00:00Z,0.01595,0.01225,0.01829,0.01147
2025-10-12 13:00:00Z,0.0122,0.00958,0.01332,0.00801
2025-10-12 14:00:00Z,0.00958,0.02119,0.02245,0.00892
2025-10-12 15:00:00Z,0.02122,0.02322,0.02389,0.01919
2025-10-12 16:00:00Z,0.02322,0.02464,0.02601,0.02203
2025-10-12 17:00:00Z,0.02461,0.02066,0.02617,0.01828
2025-10-12 18:00:00Z,0.02066,0.02299,0.02326,0.01681
2025-10-12 19:00:00Z,0.02299,0.00924,0.02405,0.00904
2025-10-12 20:00:00Z,0.00921,0.01186,0.01312,0.00671
2025-10-12 21:00:00Z,0.01186,0.01259,0.01578,0.01049
2025-10-12 22:00:00Z,0.01262,0.0136,0.02065,0.01221
2025-10-12 23:00:00Z,0.0136,0.01528,0.01685,0.01208
2025-10-13 00:00:00Z,0.01531,0.10417,0.11007,0.01493
2025-10-13 01:00:00Z,0.10417,0.09621,0.10514,0.09618
2025-10-13 02:00:00Z,0.09624,0.09518,0.09681,0.09114
2025-10-13 03:00:00Z,0.09518,0.0904,0.09545,0.09025
2025-10-13 04:00:00Z,0.09038,0.08718,0.09114,0.08612
2025-10-13 05:00:00Z,0.08724,0.08503,0.08853,0.08361
2025-10-13 06:00:00Z,0.08506,0.08562,0.08679,0.08254
2025-10-13 07:00:00Z,0.08562,0.08605,0.08948,0.08255
2025-10-13 08:00:00Z,0.08601,0.09184,0.09356,0.08578
2025-10-13 09:00:00Z,0.09184,0.09614,0.09646,0.09021
2025-10-13 10:00:00Z,0.09617,0.09841,0.0991,0.09357
2025-10-13 11:00:00Z,0.09844,0.09401,0.10208,0.09394
2025-10-13 12:00:00Z,0.09401,0.09421,0.09568,0.09193
2025-10-13 13:00:00Z,0.09421,0.09009,0.09597,0.08851
2025-10-13 14:00:00Z,0.09009,0.08611,0.09181,0.08523
2025-10-13 15:00:00Z,0.08602,0.08575,0.08888,0.08364
2025-10-13 16:00:00Z,0.08578,0.08389,0.08824,0.08243
2025-10-13 17:00:00Z,0.08382,0.07894,0.08611,0.07767
2025-10-13 18:00:00Z,0.0789,0.08024,0.08372,0.07732
2025-10-13 19:00:00Z,0.08021,0.08711,0.08726,0.07928
2025-10-13 20:00:00Z,0.08711,0.08064,0.08981,0.0804
2025-10-13 21:00:00Z,0.08062,0.08439,0.0844,0.07932
2025-10-13 22:00:00Z,0.08442,0.07977,0.08533,0.0794
2025-10-13 23:00:00Z,0.07977,0.07218,0.08059,0.07182
2025-10-14 00:00:00Z,0.0722,0.06474,0.07221,0.06346
2025-10-14 01:00:00Z,0.06477,0.07036,0.07046,0.06343
2025-10-14 02:00:00Z,0.07034,0.0731,0.0733,0.06945
2025-10-14 03:00:00Z,0.0731,0.07391,0.07652,0.07005
2025-10-14 04:00:00Z,0.07393,0.07389,0.07438,0.07155
2025-10-14 05:00:00Z,0.07389,0.08056,0.08066,0.07226
2025-10-14 06:00:00Z,0.0806,0.08185,0.08185,0.07784
2025-10-14 07:00:00Z,0.08185,0.08165,0.08557,0.08024
2025-10-14 08:00:00Z,0.08165,0.07807,0.08177,0.07657
2025-10-14 09:00:00Z,0.07807,0.07227,0.07877,0.07189
2025-10-14 10:00:00Z,0.07229,0.06989,0.07575,0.06638
2025-10-14 11:00:00Z,0.06992,0.06527,0.07064,0.06442
2025-10-14 12:00:00Z,0.06527,0.07094,0.07355,0.06514
2025-10-14 13:00:00Z,0.07087,0.06919,0.0731,0.06794
2025-10-14 14:00:00Z,0.06916,0.07344,0.07533,0.06719
2025-10-14 15:00:00Z,0.07338,0.07355,0.07559,0.07169
2025-10-14 16:00:00Z,0.07358,0.07018,0.07422,0.06672
2025-10-14 17:00:00Z,0.07018,0.06961,0.07299,0.06881
2025-10-14 18:00:00Z,0.06965,0.07886,0.07942,0.06953
2025-10-14 19:00:00Z,0.07884,0.07226,0.07919,0.07212
2025-10-14 20:00:00Z,0.07226,0.07048,0.07345,0.06919
2025-10-14 21:00:00Z,0.07048,0.07934,0.07952,0.07031
2025-10-14 22:00:00Z,0.07932,0.0808,0.08434,0.07791
2025-10-14 23:00:00Z,0.0808,0.0844,0.08689,0.08053
2025-10-15 00:00:00Z,0.08436,0.09077,0.09203,0.08418
2025-10-15 01:00:00Z,0.09077,0.08891,0.09167,0.08646
2025-10-15 02:00:00Z,0.08893,0.09443,0.09538,0.08851
2025-10-15 02:25:00Z,0.09259,0.09294,0.093,0.09223
2025-10-15 02:26:00Z,0.09294,0.09338,0.0938,0.09289
2025-10-15 02:27:00Z,0.09342,0.09369,0.0941,0.09314
2025-10-15 02:28:00Z,0.09369,0.09496,0.0951,0.09363
2025-10-15 02:29:00Z,0.09496,0.09443,0.09538,0.09443
2025-10-15 02:30:00Z,0.09443,0.09495,0.095,0.0944
2025-10-15 02:31:00Z,0.09495,0.09455,0.09515,0.09433
2025-10-15 02:32:00Z,0.09458,0.09501,0.09501,0.09412
2025-10-15 02:33:00Z,0.09501,0.09627,0.09627,0.09495
2025-10-15 02:34:00Z,0.09627,0.09612,0.09663,0.09581
2025-10-15 02:35:00Z,0.09612,0.09613,0.09616,0.09533
2025-10-15 02:36:00Z,0.09613,0.09541,0.09615,0.09515
2025-10-15 02:37:00Z,0.09538,0.09528,0.09538,0.09518
